Company,Brief Description,Protein Category,Company Focus,Company type,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
Cubiq Foods,"Spain-based startup working on cultivated fat, also developing cell-based omega-3",Cultivated,Meat,Specialized (focused on alternative proteins),Ingredient optimization,,,,Europe,Spain,,Barcelona,http://www.cubiqfoods.com/,2018,"Andrés Montefeltro, Raquel Revilla",1614538225319.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/_4md-Z-q-sy0dZAjKudc-Q/FfXqqDPs3r-rtODqddyiPuSo132TFUcaaVn0bFkdSBdXu5ifw0xi4KoHghRJhqZWYWuGP5JI1C7gAF4wimwDSuXX6jNIA-vu9JPhk9aoQ5zYE9Mt_QW7dw84pXTl3q-Fph_J91YwEYz8KvioC3uSxA/GHEwEByGzHg2xAoqhzp7cvcyhFEYZodcsOZYQDbnLPc)
Gosh!,"Produces plant-based burgers, bites, and sausages.",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Other meat/seafood","Beef/veal,Chicken","Chickpea,Mushrooms",Europe,United Kingdom,N/A,London,https://www.goshfood.com/,2002,Jane Rayner,Screen Shot 2021-02-08 at 3_35_34 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/d8bltKoi6OHMbitu2zcO7g/K0Ek1xkzgYKBts6uTyUG3Enreve89rekjm3wYXS8Uff1tXtR-0FrKHTHqyusivqngAneqYcpim88TTIr0H2XRkBWIiUZojrN8F5ajnIJ8-hduu6pmfqdtQvfERzZUHwGiHeWJz-MNs8kaS_ZInfIwoUHItUgeRVFmDoRwKIz5Yg/tetkW8Pu2nYWDh25SraLIrb6MD3EQpmXv0Sh3hNYfPI)
SuperMeat,Israel-based company developing cultivated chicken,Cultivated,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Whole muscle meat/seafood,Chicken,,Africa/Middle East,Israel,,Rehovot,https://www.supermeat.com/,2015,"Ido Savir, Koby Barak, Shir Friedman",Screen Shot 2021-02-08 at 3_41_44 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/E5rdKZAy1vehuMo_4dvfrA/_RS2XUNNKBu9J2a0oiR5qdt07vx1aJf4J1aQYtrpw9llrN4r10_xleOSiEfuC_-37DuZgfFnQ2UWzau42sLCtHoIwoqFd2IhEag09RRkl65INHH5IusnT8u8G5Jz4IDowgPGCGIxDH9WpfKClwpQmXB_c19ndwxPjMdvreTzn9w/ScGVs-pEfWrRXYkMoISIxH9ack5rertX7VdMmtvgbxw)
Believer Meats,"Israel-based startup working on cultivated meat products, such as chicken kebab, using muscle and fat production and media recycling (formerly known as Future Meat Technologies) ",Cultivated,Meat,Specialized (focused on alternative proteins),"Cell line development,Scaffolding and structure,End product formulation and manufacturing",Whole muscle meat/seafood,,,Africa/Middle East,Israel,,Jerusalem,https://www.future-meat.com/,2017,Yaakov Nahmias,logo.svg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/_uUYzAKtgDU7v99ArAjPgA/6Rrk-FfXu2inHkslDn-IHr86Non1sycGRpZk9YEqucCffm987N65Rb4uJ5VXr0RD47jKbMxbNJcAwUF-UbxVQuIq14ZYUxsirRN4ci8SjCvjH0An22D-RxTH811iw1njeVkxaFoAbsWRz5I1MVgvEg/uc8_qwjHtxdmGhpn5Gbt3udhKm97WdesKmEpDUWyd5o)
Lab Farm Foods,"U.S.-based company producing various cultivated meats, including pork and chicken nuggets",Cultivated,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Whole muscle meat/seafood,"Pork,Chicken",,U.S. and Canada,United States,New York,New York,https://www.labfarmfoods.com/,2019,"Dave Schnettler, Tiziano Barberi",logo (3).svg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/4dBK8wcBt4PRL0WjoOwTsQ/QOwCuIqfOeVQ8ugtEG6aQmitDuyaHD6adX148Mj0P6u7heCSkDo3OQt3q-YQcKeOddg_39IRX1C7Ks8MuyLur3Pr8-n7Mjldt_0AvPsqL7IRA-weL1sOfa80dzaX6eEtPfr1ZTk9bXQSBo2ydoQeVA/scFCQ2ZkQVTDENbq_dtr0KRDD82W5fhXK6PnCYo5Q5w)
Wildtype,U.S.-based startup working on cultivated salmon,Cultivated,Seafood,Specialized (focused on alternative proteins),"End product formulation and manufacturing,Cell line development",Whole muscle meat/seafood,Fish,,U.S. and Canada,United States,California,San Francisco, https://www.wildtypefoods.com/,2017,Justin Kolbeck and Aryé Elfenbein,Primary_Wordmark-RGB.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/mrNVdmW9_RdTQUbtDfwaNg/XHqZgwX1a0ytA7mj-a1aI5O8d0XPX_D-gOCzfx879ye58iRX8u1LHfZjBbnMZipp8x6z9SK-s18Ojk0gJyE5E-dK8tegSCNhSTY4GFZ1S_DpnBX4XUwGc2AnmhNL9faRTF_JAZ8Fn50gek0bUpvcEyb0ADMkKdsyv09DZ-rLSYg/3BUVD16knuY-dgieDyJhner0JbORNNcLFIdKPnvW7T4)
Mosa Meat,Netherlands-based startup working on cultivated beef in collaboration with Mark Post at Maastricht University ,Cultivated,Meat,Specialized (focused on alternative proteins),"End product formulation and manufacturing,Cell culture media,Bioprocess design,Cell line development",,Beef/veal,,Europe,Netherlands,,Maastricht,https://www.mosameat.com/,2015,"Peter Verstrate, Mark Post",MosaMeat+Primary+Logo+Deep+Blue+Colour.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/dIV25GTghLevPzg6xHqTOg/86ghQLdneiwYz0QLPjjK0AJjyllZEAneIC3xeLTVrEjyiGrKSu6BZbZlZ3ITZSjoSZW2Mv9RZFDB8OVZLNRYPo6LpTBgHOwx5oKEh76kfgjjxjDRN_BbLSRrLWSSKfYpl47GGgtWeOXHKuhQ2u3yP8ogtfFba8tXy6w2NOOyU8HfN8p3f_0cWHSp8spEYrYe/kFaVf9AiCKnmJWLiblkOQ5AZfPcHol7lgMOK_5FJ8e4)
Dutch Weed Burger,"Producers of wide range of seaweed-based products like burgers, seaweed balls, sea-nuggets, and sea-wharma.",Plant-based,"Meat,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Fish",Seaweed,Europe,Netherlands,,Amsterdam,http://dutchweedburger.com/en/ ,2012,"Mark Kulsdom, Lisette Kreischer",Capture.JPG (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/pumfr0H2RvusHEtQirzbzw/Xs2cK2jS2hOKGzQPuBELDUNcZ4jEdTAqdeq4I3-p_W73bm4O7nH5PvLUPjNwMWnNSlFevYCgtgo1HUNiX36pQPZpbw2Fec2iKrJycb3uuip0DiTOfXMGBaq-tr9UupR-B5WM4jg_V6IcvTZbQbcvIQ/nMrMEtJqi2T8DElo2Yegy08CZQJfcwkbxa2XWh8AHGY)
Lightlife Foods,"Produces prepared meals/burritos/breakfast sandwiches, some of which are vegan/vegetarian. Benevolent bacon, veggie sausage, and seitan also sold separately",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Pork,Beef/veal,Chicken",Pea,U.S. and Canada,United States,Massachusetts,Turners Falls,https://lightlife.com/,1979,Michael Cohen,Capture.JPG (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/6hge0k6LbzEGwkiE2qeDww/cKNH4x9JLKaXqiYpyoDva2FNjEyGRFwwcbhjpjshdATd7grfb8UKZRGlHc3AM-n87LI4wHg_hyDepCNJ_uAvJt93n-U2veAia4tY86qd2wjhe6p_m1Nf-rEirnVI91NKPVUjw8rvQG-z2SmlPa3WSg/4t_Ee9xDMdY1XCMlQCyyMMK2qkCRiCqu7o-o6RX1ZQE)
Seva Foods,Produces plant-based freeze dried ice cream and coconut jerky,Plant-based,"Dairy,Meat",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Other dairy,Other meat/seafood",,Coconut,U.S. and Canada,United States,California,Encinitas,http://sevafoods.com/,2017,Michelle May,sevafoods.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/a9J6nvzkNIOOsxpue8QIew/ZKSkY05UcpzImBzQjSRQgRlLG198z6p4sG0UUSDc0Y_OgfSHyCGqqBZJBVZDgPVusfXVsFLUFpqGsBjC7WgH3MgWMim0XgSGvUaf2Py2qngmQkwnUij7YMLXi5IiSKU6HjgIFzOQiOfnEVeAulDrQg/JGigbNJ-oTJnoTNET90WsdYE3jxl08ClYpNM_4eeEh8)
Evo Foods India Pvt. Ltd.,Startup working on lentil-based egg replicas,Plant-based,Eggs,Specialized (focused on alternative proteins),End product formulation and manufacturing,Eggs,,,Asia Pacific,India ,Maharashtra,Mumbai,https://evofoods.in/,2019,"Kartik Dixit, Shraddha Bhansali",etwqbqpt1dn1z2z4cxoa.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/5GJmZQvwi2nPUS28uBxITw/1uAnuKc4reCBUqN67P10J-2F0_Zcmuhs48lVMOe5m06Taud_3moh3Tml_x0HjFd0Jy8e_kS5geu-bi0vkyP4bWPuWaBFWM4WoYldBRQ_OlulHzxLf-HggVfm17oAEJtSBOK20B2wnaOzgdtz0riqL3_sS8LvOO7vchwWQ9MSfVQ/0npVul5_4ERLzRi2NwdiO5_SKCMAdoj16MEVBeVWV_g)
Jewels of the Forest,Produces mushroom-based jerky,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other meat/seafood,Beef/veal,Mushrooms,U.S. and Canada,United States,California,Occidental,http://www.shroomjerky.com/,2016,Darren Racusen,uj0xtiiqrqw4fli2vsz4.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/6Xw91RWn_lkPttiJi452nw/GsItr0qGJ1quHisjK6kFT1bHnOmhwylgpR7NMLLyHRPAjxYENmAPvVrRXqxiJGlY01Ys0X0UoU8W7y9jaPCaRHuLL26RJIMJjFK1CyRk1UPPiYcIfMYr-vLIiLQNC-17StbWiTpMQyOYuNdAO2Ny3Z9O8_Zhf2g0Y4wdYcBRkM8/Wj0c0OpbqK87cwssGJP3m6krJCxBtotLRPQp76Ac9wg)
Wheaty,Maker of seitan-based meats,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Cheese",,"Wheat,Coconut,Potato",Europe,Germany,,,https://www.wheaty.com/,1993,,Screen Shot 2021-01-06 at 11_46_46 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/81P0OnkfHlOwoB7etaxAuw/C1mudEpR6VToTHlJa4afHfYFoHD3th0ruXdmGxPcqBYxmcWDKPezSBoCiYPoJ_bu9TezUefUtbJWyvY3qEjhhxpaKv0W4LB75JLdKGmBLKnhvPM8uEddYqYnf8ioid1KDEJxtxroRMdLXGAkJZrHXpTyZJo-gPZa61LpY3FQjpg/4v1HHg5lcYrcU6xp9LZPpY7DalELrN6w9ixLgSHp1Vk)
Vegeat Foods,Maker of plant-based ground beef and burger patties from peas and natural ingredients,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,,"Pea,Coconut,Tapioca",U.S. and Canada,Canada,,,https://vegeatfoods.com/,2018,,vegeat-logo-wh.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/wB1Qezi-_BCU84te_Ti0Bg/lusKJ7qVEaJOsDo6GD1FggQJLV-ss2G5-FlSGc073lUete2PYNRf1fEQbmEB39hUTauB0HwLozwU01QFVVfnF7DSNMk__-cfNDDRujnlgTGgdHuHYzv0JBTqCiLWH_UsWjgcBaGQEwNBNAnYcWhp5g/JQjntKuGvDD_p9Jgc3G9B_WIASPpT00hivpO8cwe2e4)
Vegan Cartel,Maker of vegan bacon sold direct to consumer,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,,Wheat,Europe,United Kingdom,,,https://www.vegancartel.co.uk/,2018,,Vegan Cartel London logo.webp (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/5Nb3T8BxupG-tF92UkpnRw/L0ZM64l1KWF6WpHrLk9YwZZKHsEdE-DA1IHmSwxt-Ix3996hDtYGJDq4xIwIoLPdnwI6VBdybLf4lmAWKCewX_uT3x_PEsUmt4VcnVMIT-zLRBByCh-moyP0wBwZ2OOfyEnlPQyFtJ-0BqJQ35kdeLjrIHF-ZkQD4VEwiDPizoc/rjR44J6BHjSZ9zJ0a7V6tJvxjla4nG3iweE1PXMbd2Y)
Novish,"Producer of fish cakes, nuggets, and fingers from peas and wheat",Plant-based,"Meat,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,Fish,"Wheat,Pea",Europe,Netherlands,,,https://www.novish.eu/,2019,Maiko van der Meer,NoFish_logo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/P9uffpfCycF5NQYaNL8qAg/kpmplfH7BBx3yWasPFbIC27Ddn58EWCxt_Z7CIJHyBjLoO_HvQrrxO5I5n5h_hRiSiSGan71PfVoNTAphRf79il3gaxIc0d8-R7W6iglY-j9s5BARsxT89YfqnYARd9A4yLLeeMAekBEN_zTP22-BQ/gce-7bP5T4lFgcei3_hCfjHx1vMfCrCjLp3Gmrt6qzY)
Starlite Cuisine,Maker of plant-based enchiladas and taquitos from soy and pea protein ,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Chicken,Pork,Beef/veal","Soy,Mushrooms,Chickpea,Pea",U.S. and Canada,United States,California,Seal Beach,https://starlitecuisine.com/,2000,"June Wang Lim, Selene Wang",starlitecuisine.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/fwODsQvq1hTf0khsU5FNgw/tojgLPPwKXmjHTF7PhYW2SCaROFOvkGjISYGdbyj8OKPetJwAp3wB9l5wYwNKG9CY_KzVwTYPsW1oa-YcfBBMXNgB_OAubHxi-XdwDKR7d5wxMjWabuwFyg8miFQa-I6fQ8ICsCM45Ai1xkWzkD0RQ/iVHOkBVeKGs5NA3iaAdAQ3hmAU5yLf-VujVHZUxFQW0)
Primal Spirit Foods,"Produces plant-based jerky (soy, tempeh, and shiitake mushroom-based).",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Whole muscle meat/seafood,Beef/veal,Wheat,U.S. and Canada,United States,West Virginia ,"Moundsville, WV",http://www.primalspiritfoods.com/,2001,,Primal.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/OclBBcskk2-UKWDz7E1yjw/OXYG-bIpEMs3sSReYGMQiGD8AXL8cnIreRnR1I0fL14AfhE2aPfCjVdWe9sjIynHBHfEBkmrAZYewRgmvANdsGMbF3pEb77f5E0Mx1aVpA_xaWVGLdyrtzTBuS2lzdEfnHgpd6EV96w_uhvTVpJrHA/IVRv3MukyRigOPlVNcmzmIlIRDq9VVo76aQN2KE5Ocg)
Dr. Praeger's,"Produces frozen veggie burgers, veggie-potato pancakes, appetizers/snacks/side dishes, breaded fish, gefilte fish, and kids’ products. Not all products are vegetarian/vegan, but the veggie burgers are vegan. ",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Turkey","Pea,Soy",U.S. and Canada,United States,New Jersey,Elmwood Park,https://drpraegers.com/,1994,"Peter Praeger, Eric Somberg",DrPraegers_Logo_2019_WEB.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/W0o2Wctc-d6YZHzNfWjLZg/Xi699yUcT1m3puKkKESTG9eOccRgc6shkscrAG9VUgAqIqPz93iboFMApxSEOGZP5iYM51WRv8ODkt0GZJvh1-PuaV_x5kBeEBBTiMDc-uuwFE8ztzXoACNjp160qeMXHqeANCUkhv8zEe_MRiwjMiwEX-KwxEm08QEVskxD4Ak/TwTSC1lGhOnRRNyUyoRZtV8_-6mg49pfNKdrpK5CWSE)
Quorn,"Produces f. venenatum mycoprotein-based meat substitutes. Most products use egg whites for binding, though a vegan line was recently released. Products include chicken cutlets/patties/tenders/nuggets, turkey, burgers, and breakfast products. Parent company is based in the Philippines. ",Biomass fermentation,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Whole muscle meat/seafood,Other meat/seafood","Chicken,Beef/veal","Wheat,Rice,Mushrooms,Pea,Potato,Fusarium,Egg",Europe,United Kingdom,,Stokesley,http://www.quorn.us/,1985,Lord Rank,quorn_logo.webp (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/HkPHO694WpovKs7nDiRnVQ/E_X3oxy5ozjXEmfDrRGLegGAxJt9eAiLJ2DbNXruXt_va_omTXp818S4cNwNiT_rmcIxuwW1tsVUq2b4mbUG1wtJXC3AMHdabEuhGKQ_Widtjmt_SpH4fcLyKeZnBpeje5A4QJX1aIisAiH47Azebw/1vf-LbnIDQxYP7s0_iHGooFsqjRBLMhx9_JryIis_EA)
Stockeld Dreamery,"Plant-based cheese, then yogurt and ice cream",Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,,Europe,Sweden,,Södertälje,https://www.stockeld.com/,2019,"Soroush Tavakoli, Anja Leissner",Stockeld_Logo_Black_RGB.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/OV7Rz9dDwrh9ZDDxdonRfg/3ACII-iUv447aec7uO7h1V7cZ_cWbCMQDtcl-dUPNFGIDujpEz3f4n5kep_yzgkJJ-VNP4UiqUTvFljrPMOVLGPFwBf1zwNNe7GyO-vHBYJnlmTju9VXjRDWGor8mIjTK2UUgeZbaHc8vGEEE-R66gdar3lilCBNxi4S77K62rA/gS4EBfPWv5h8oiuDdMmdws7mkFFy0sZ8gHBjMYdU3xE)
Algama ,"Platform for microalgae-based plant-based foods and ingredients (including egg, seafood, meat, and dairy replacements)",Biomass fermentation,"Food processing infrastructure and equipment,Contract manufacturing/processing,Seafood",Specialized (focused on alternative proteins),"End product formulation and manufacturing,Bioprocess design,Ingredient optimization","Ground meat/seafood,Eggs,Other",Tuna,Algae,"U.S. and Canada,Europe",France,,Paris,http://algamafoods.com/,2013,"Alvyn Severien, Gaëtan Gohin",crhejt5qumk3s9afljpv.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/ZUSHde7OAq7u66X2yvDkfw/1p6tyyi8HbMweO9OOQ0_8a26bmVwf7119ttc4L5aV4DUIPS0fHtCNz7HI4skkSx1LtRVabMNXadJNxBdynuw3qmpoBxDWE94r2udr41upxrzraKcvPqwu3atIWdVin6GlJKK1EixkLpYyKNtX6jpoVjP9j-Uem6p2mylmgfd6hs/d462_zSncYm7XZAzjQmIWcSKg0CwbCIq_7QRQ1bclHs)
The Honest Stand,Produces plant-based cheese dips,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,Cashew,U.S. and Canada,United States,Colorado,Arvada,http://www.thehoneststand.com/,2014,"Jeremy Day, Alexandra Carone",Capture.JPG (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/g5P4dLnu2P7oQH-lHLb2pw/mZb6zi3hK1NgtGrTBeTqbGgfPCb4OBSYyneOb9TEUQxyvusshUv5WxB7S3LW_FxmZAZDKdj2qxhKtn1IqhVk9y3TsmdLG07QQQoM9ZF0_lxZSboO6CzK8FMWCPypn2f4AXRylZ22oRjDpnnSwJsltQ/ZptlzJLXPxU_Twms8KIBwQKKkrdRepuD7NCz1rJ6ByU)
So Delicious,"Produces So Delicious brand plant-based milks (almond, coconut, and cashew-based), ice cream and frozen desserts, yogurts, and creamers. ",Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Milk,Other dairy,Cheese",,"Almond,Coconut,Oat,Cashew",U.S. and Canada,United States,Oregon,Eugene,http://sodeliciousdairyfree.com/,1987,,SoDelicious_Logo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/8A0EnU57vSOw-0IGpW3NIw/EKUKxRJxKs5_ycf4i5JmVcBwiB7kd1e3WbgZueOSOmbvYLuZdiy_uq4XTOJSf92W67VPBu2TBPNes-WXnlOHPJ8vHDbSe-mT5pCvwgvCFyi99JAaDAYGDn2muRtB6xX5XuVu6pPj1n2vVJ-36dDmHw/bE-02VxtYePoWhkRtFNB6mTSsah_ImL1FcgxeQLS7RU)
Morningstar Farms,"Produces Morningstar Farms brand meat alternatives, including breakfast products, chicken, beef, veggie burgers, bowls, and more. Widely available in mainstream grocery stores.",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Chicken,Beef/veal,Pork","Wheat,Soy",U.S. and Canada,United States,Michigan,Battle Creek,https://www.morningstarfarms.com/,1967,,msf_logo.svg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/Cn473MPgm73JE2F1dRuaKw/jflyRFQGYEv4vr0tzzskFIQcxSWtixBStxSHofITt2UKcfKMnFh_rZsiMhBXK9FNtrnWqKSB1Uxns3Wj4egdxopUcW_JSLULt3um4EBo51_dFoPSO1OQkU16GFvg10hF0KOJ3uBAjf8lHY1yCNVcyQ/UkwuBTOP9tmedaRPLQ95zjX9KiC3A_eyFcXnl3IlhCs)
Sol Cuisine,"Produces veg-forward burgers & appetizers, falafel, and plant based meats (burgers, breakfast, chicken, meatballs, fish).  Expanding to US market.",Plant-based,"Meat,Contract manufacturing/processing,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,Other meat/seafood,"Fish,Chicken,Beef/veal","Soy,Wheat",U.S. and Canada,Canada,ON,Mississauga,https://solcuisine.com/,1980,Dror Balshine,solcuisine.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/_qxfw9LVfn1qhsB-JRJNpA/VPzv4XqMBVDwuM1_nBVMBoQDyCzq3jZl2R5p5J6DdTwj072b-QCQx8on9OIknIfO78iycjDEUNRegruK9pSlQ5pL-yiXT928gRNDr9CuKvkdWdOVnZRMlhimY0Hu3twYPJS4618js4YosYJJifmndA/rPgU5-ojv4lKWIBoMXyI3ZoEk6TENpdZYTwmfvZ8mus)
Marvelous Foods, Plant-based food company in China that produces dairy-free coconut yogurt,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other dairy,,Coconut,Asia Pacific,Mainland China,,Beijing,https://marvelousfoods.com/,2018,Christiana Zhu,Marvelous+Foods+logo+-+Long.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/NZA9UlgQUh4IhXD34Qh2kg/XxGYaIRXFK6TwK3uzCstvHE7mtwqaeVwHyFJZf64xNVk_XKPzN6hvmGI3qOjjPzapfoApZf9yJtR7LE_0UCSft6kWFaiJ9AbZskdXWyAxHJDTdKD1UWaluD_j6jux-sOlM8CN_RpnqmZJRynPkRWd3Mmjd10FBuKsSW4sR_o9ZU/WAvubaJ0vnwAehbEiAb-kVfy4tpDqImeuBq47JbPQ8Y)
Sustainable Foods (frm. The Craft Meat Co),Maker of a plant-based mince with other products in development ,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,Other,"Soy,Wheat",Australia/New Zealand,New Zealand,,Dunedin,https://www.plan-t.earth/,2019,,sustainable_foods_limited_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/ZIib-bi0Ibyh_4S0vlf_rg/tkZbS1RvXN1DEHTSmEjqzKoI77V6XU3a6OCmSZeAhnAsGt6fUeJSOURwCT1xHrC4RHjxdRRuijfhjeuGK_2d04od5GghtCsTmzYhO4687CxRE--P7yMKOR9JKDgURzXtzT5yhOm-46Iwj5khebwS_3m_7rGLe2VFNAKPXyIukXk/k_HU_PCnn_zrftYWgXWABVq2qmda86lI0_CMcOEViCc)
PAOW!,Produces a plant-based meat substitute. Formerly branded as Oumph!,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,Beef/veal,Soy,U.S. and Canada,United States,Florida,Lake Worth,https://getpaow.com/,2018,Anders Linden,Capture.JPG (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/8xjEeZRzpMsO9EorkIXi2Q/Ntgs3rmgogjDjWncL7JQ4QH3iLxcJQaJUMeWWDZwtzKI-DVfwB3l2tKMqli32fU9Z0n-8NTgsHuiMPBDLu2PlT6ILWpsKGlyXyCtsW-2NQLZ3LdCG-H4RPeNJN9CZjsV1US67CZg1D-VZvhwSS6kmg/RIPNAmME8E9BT1LAKXy8LMOeUZDn-sJsxSdPhFxjpeg)
Hooked Foods,Swedish maker of plant-based seafood. ,Plant-based,"Meat,Contract manufacturing/processing,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,Other,Fish,,Europe,Sweden,,Stockholms,https://www.hookedfoods.com/,2019,"Emil Wasteson, Tom Johansson",1602153347620.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/HO-fgJ6EGhrCPiQu_7IqDQ/QawrdH9Js1LtCki2Nd7oWATK_oFi_q4o_YPNISeHT4xryojq4yZWCbs8OVOuXFthEOUT8luRUJmeVgE1hbx1LCk0GjNJco7sciUWrWjIOAx3PPDhsmnECsn3GbS-BJGFJ0vJDeYSbAtTnszdexNu2g/1uPO5W7nOPr9WxAH1GN8gwU7rHJl591tL9bIaShPcg4)
Rilbite,Maker of a plant-based burger seeking biomimicry,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other meat/seafood,Beef/veal,"Soy,Coconut",Africa/Middle East,Israel,,Ashdod,https://www.rilbite.com/,2017,Barak Melamed,rilbite.PNG (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/I2cLflfDKDiX0H_lZ9Q7BA/OFozUTXj7oYKMvSqjv-I1B1dAtH4ozuy5x4c9wqQqvX19LHaFtrcV3bpWA5ULe3mCtAQBlS6RPp-0rD7eQLHbQK6_yAY07xGABHM64azUOCQWfhMDxkUIS1zZMoJ9iNbO_PgHwF732Y2FOveTJ6_8A/KeRcjDHdL35WUzMSxxTs0Emr1beDWz9N5OyGCiQ9JEI)
El Burrito,"Produces a line of soy-based meat products such as soyrizo, ground meat, taco filing, sausage, and pepperoni",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Pork",Soy,U.S. and Canada,United States,California,City of Industry,http://elburrito.com/,1980,"Mark Roth, Grace Roth",logo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/x98gVT-_slGhsfSaVEzpMw/t056Su3E2LpAkvnSmwPOd0auk6CfANviAKBnux0VE-OpqG2rpC9Z48lUmVvx7UeHl0Qzt39o8-BQB_r-1CBtHEC14NV3bFnotSXFrXQIWN1TzlrehaU5neutHpElymHo-gmxxRAMBJEcArCFpcxEsQ/FVp6xk2UTevXrC4qT1innWVpG8udFLZcdVh8qwqmvss)
Akua,US-based producer of kelp jerky,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other meat/seafood,Beef/veal,,U.S. and Canada,United States,New York,New York,https://akua.co/,2017,Courtney Boyd-Myers,download.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/bgQFR-x4YOC8V4cZ6jXZAQ/htAYMQReETGhbPGFHTUaUkQWeZmhiDzD0A-b0ud3L1ckRz_Sh-FZ_ElVvYmLaIQqsxdCbJdy6fq2guZD9qh2C82AggzlqFVANY9rjkaEXnXew1DpXINSwFRmwBVqox9Ziv-HGm1m-RNPjPMCGlSHuw/rq5EUBqUXeyVzcXkzNvCALIdr1ivZSxjpt3VN4NGt58)
